SAP_MAT_NUM	MAT_TYPE	INDT_SECT	DESC	BASE_UOM	MATL_GRP	DIVISION	GEN_ITEM_CAT_GRP	WGT_UOM	WGT_GRS	WGT_NET	PURCH_VAL_KEY	TRP_GRP	STO_COND
000000000010004673	FERT	M	ES6028 P.A.SILVER 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004674	FERT	M	ES-050M-108 DS CHAMPAGN 6063T6 4500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004675	FERT	M	ES-050M-108 DS CHAMPAGN 6063T6 5400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004676	FERT	M	ES-050M-108 DS CHAMPAGN 6063T6 5500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004677	FERT	M	ES-050M-108 DS CHAMPAGN 6063T6 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004678	FERT	M	ES4020A P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004679	FERT	M	ES4020A CLEAR ANOD 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004680	FERT	M	ES4020A P.LG BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004681	FERT	M	ES5014 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004682	FERT	M	ES5014 CLEAR ANOD 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004683	FERT	M	ES5014 P.LG BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004684	FERT	M	ES5020 P.ESP WHITE 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004685	FERT	M	ES5020 CLEAR ANOD 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004686	FERT	M	ES5020 MILL FINISH 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004687	FERT	M	ES5020 P.LG BRONZE 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004688	FERT	M	ES5020 P.SGE BROWN 6063T5 3575	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004689	FERT	M	ES5020 P.SGE BROWN 6063T5 3675	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004690	FERT	M	ES5020 P.SGE BROWN 6063T5 5475	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004691	FERT	M	ES5020 P.SGE BROWN 6063T5 5975	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004692	FERT	M	ES5020 P.SGE BROWN 6063T5 6075	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004693	FERT	M	ES5020 P.SGE BROWN 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004694	FERT	M	ES6002M D.BNE WHITE 6005T5 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004695	FERT	M	ES6002M D.BNE WHITE 6005T5 4980	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004696	FERT	M	ES6002M D.BNE WHITE 6005T5 5840	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004697	FERT	M	ES6002M D.BNE WHITE 6005T5 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004698	FERT	M	ES-63-001 CLEAR ANOD 6063T5 4200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004699	FERT	M	ES-63-001 CLEAR ANOD 6063T5 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004700	FERT	M	ES-63-001 CLEAR ANOD 6063T5 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004701	FERT	M	ES-A-001 CLEAR ANOD 6063T6 3000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004702	FERT	M	ES-A-001 CLEAR ANOD 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004703	FERT	M	ES-A-011 P.ESP WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004704	FERT	M	ES-A-011 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004705	FERT	M	ES-A-011 CLEAR ANOD 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004706	FERT	M	ES-A-011 CLEAR ANOD 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004707	FERT	M	ES-A-011 CLEAR ANOD 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004708	FERT	M	ES-A-011 DS A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004709	FERT	M	ES-A-011 MILL FINISH 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004710	FERT	M	ES-A-011 MILL FINISH 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004711	FERT	M	ES-A-011 MILL FINISH 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004712	FERT	M	ES-A-011 MILL FINISH 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004713	FERT	M	ES-A-011 P.LG BRONZE 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004714	FERT	M	ES-A-011 P.A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004715	FERT	M	ES-A-011 P.BROWN 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004716	FERT	M	ES-A-028 DS A.SILVER 6063T5 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004717	FERT	M	ES-A-028 CLEAR ANOD 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004718	FERT	M	ES-A-028 MILL FINISH 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004719	FERT	M	ES-A-028 CLEAR ANOD 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004720	FERT	M	ES-A-028 CLEAR ANOD 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004721	FERT	M	ES-A-028 CLEAR ANOD 6063T6 6500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004722	FERT	M	ES-A-028 MILL FINISH 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004723	FERT	M	ES-A-028 MILL FINISH 6063T6 5600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004724	FERT	M	ES-A-028 MILL FINISH 6063T6 5842	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004725	FERT	M	ES-A-028 MILL FINISH 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004726	FERT	M	ES-A-028 MILL FINISH 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004727	FERT	M	ES-A-028 MILL FINISH 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004728	FERT	M	ES-A-028 MILL FINISH 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004729	FERT	M	ES-A-028 MILL FINISH 6063T6 7000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004730	FERT	M	ES-A-028 MILL FINISH 6063T6 7315	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004731	FERT	M	ES-AL-101 DS CHAMPAGN 6063T5 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004732	FERT	M	ES-AL-101 DS CHAMPAGN 6063T5 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004733	FERT	M	ES-AL-102 DS CHAMPAGN 6063T5 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004734	FERT	M	ES-AL-102 DS CHAMPAGN 6063T5 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004735	FERT	M	ES-AL-103 DS CHAMPAGN 6063T5 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004736	FERT	M	ES-AL-103 DS CHAMPAGN 6063T5 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004737	FERT	M	ES-ALN-1101 BRONZ ANOD 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004738	FERT	M	ES-ALN-1101 P.ESP WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004739	FERT	M	ES-ALN-1101 CLEAR ANOD 6063T6 5400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004740	FERT	M	ES-ALN-1101 CLEAR ANOD 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004741	FERT	M	ES-ALN-1101 MILL FINISH 6063T6 4400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004742	FERT	M	ES-ALN-1101 MILL FINISH 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004743	FERT	M	ES-ALN-1101 P.LG BRONZE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004744	FERT	M	ES-ALN-1101 P.A.SILVER 6063T6 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004745	FERT	M	ES-ALN-1101 P.A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004746	FERT	M	ES-ALN-1101 P.BROWN 6063T6 3500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004747	FERT	M	ES-ALN-1101 P.BROWN 6063T6 4000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004748	FERT	M	ES-ALN-1101 P.BROWN 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004749	FERT	M	ES-ALN-1101 P.BROWN 6063T6 5700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004750	FERT	M	ES-ALN-1101 P.BROWN 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004751	FERT	M	ES-ALN-1101 P.BROWN 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004752	FERT	M	ES-ALN-1123 DS A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004753	FERT	M	ES-ALN-1123 DS A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004754	FERT	M	ES-ALN-1123 P.ESP WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004755	FERT	M	ES-ALN-1123 CLEAR ANOD 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004756	FERT	M	ES-ALN-1123 CLEAR ANOD 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004757	FERT	M	ES-ALN-1123 DS A.SILVER 6063T6 6500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004758	FERT	M	ES-ALN-1123 DS CHAMPAGN 6063T6 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004759	FERT	M	ES-ALN-1123 MILL FINISH 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004760	FERT	M	ES-ALN-1123 P.A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004761	FERT	M	ES-ALN-150 DS A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004762	FERT	M	ES-ALN-150 P.ESP WHITE 6063T6 5300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004763	FERT	M	ES-ALN-150 P.ESP WHITE 6063T6 5600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004764	FERT	M	ES-ALN-150 P.ESP WHITE 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004765	FERT	M	ES-ALN-150 P.ESP WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004766	FERT	M	ES-ALN-150 P.ESP WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004767	FERT	M	ES-ALN-150 P.ESP WHITE 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004768	FERT	M	ES-ALN-150 P.ESP WHITE 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004769	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 3800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004770	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 3900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004771	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 4000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004772	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004773	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 4400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004774	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 5300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004775	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 5600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004776	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004777	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004778	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004779	FERT	M	ES-ALN-150 CLEAR ANOD 6063T6 6700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004780	FERT	M	ES-ALN-150 DS CHAMPAGN 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004781	FERT	M	ES-ALN-150 MILL FINISH 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004782	FERT	M	ES-ALN-150 P.A.SILVER 6063T6 4500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004783	FERT	M	ES-ALN-150 P.A.SILVER 6063T6 4800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004784	FERT	M	ES-ALN-150 P.A.SILVER 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004785	FERT	M	ES-ALN-150 P.A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004786	FERT	M	ES-ALN-150 P.BROWN 6063T6 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004787	FERT	M	ES-ALN-150 P.BROWN 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004788	FERT	M	ES-ALN-150 P.SGL WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004789	FERT	M	ES-ALN-150 P.SGL WHITE 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004790	FERT	M	ES-ALN-150 P.SGL WHITE 6063T6 6700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004791	FERT	M	ES-ALN-151 DS A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004792	FERT	M	ES-ALN-151 P.ESP WHITE 6063T6 4800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004793	FERT	M	ES-ALN-151 P.ESP WHITE 6063T6 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004794	FERT	M	ES-ALN-151 P.ESP WHITE 6063T6 5300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004795	FERT	M	ES-ALN-151 P.ESP WHITE 6063T6 5600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004796	FERT	M	ES-ALN-151 P.ESP WHITE 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004797	FERT	M	ES-ALN-151 P.ESP WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004798	FERT	M	ES-ALN-151 P.ESP WHITE 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004799	FERT	M	ES-ALN-151 P.ESP WHITE 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004800	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 3700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004801	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 3800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004802	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 3900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004803	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 4000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004804	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004805	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 4400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004806	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 5300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004807	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 5600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004808	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004809	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004810	FERT	M	ES-ALN-151 CLEAR ANOD 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004811	FERT	M	ES-ALN-151 DS CHAMPAGN 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004812	FERT	M	ES-ALN-151 MILL FINISH 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004813	FERT	M	ES-ALN-151 P.A.SILVER 6063T6 4500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004814	FERT	M	ES-ALN-151 P.A.SILVER 6063T6 4800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004815	FERT	M	ES-ALN-151 P.A.SILVER 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004816	FERT	M	ES-ALN-151 P.A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004817	FERT	M	ES-ALN-151 P.BROWN 6063T6 5200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004818	FERT	M	ES-ALN-151 P.SGL WHITE 6063T6 4800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004819	FERT	M	ES-ALN-151 P.SGL WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004820	FERT	M	ES-ALN-152 DS A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004821	FERT	M	ES-ALN-152 P.ESP WHITE 6063T6 4500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004822	FERT	M	ES-ALN-152 P.ESP WHITE 6063T6 5600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004823	FERT	M	ES-ALN-152 P.ESP WHITE 6063T6 5700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004824	FERT	M	ES-ALN-152 P.ESP WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004825	FERT	M	ES-ALN-152 P.ESP WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004826	FERT	M	ES-ALN-152 P.ESP WHITE 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004827	FERT	M	ES-ALN-152 P.ESP WHITE 6063T6 6700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004828	FERT	M	ES-ALN-152 CLEAR ANOD 6063T6 4100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004829	FERT	M	ES-ALN-152 CLEAR ANOD 6063T6 4500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004830	FERT	M	ES-ALN-152 CLEAR ANOD 6063T6 4800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004831	FERT	M	ES-ALN-152 CLEAR ANOD 6063T6 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004832	FERT	M	ES-ALN-152 CLEAR ANOD 6063T6 5400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004833	FERT	M	ES-ALN-152 CLEAR ANOD 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004834	FERT	M	ES-ALN-152 CLEAR ANOD 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004835	FERT	M	ES-ALN-152 CLEAR ANOD 6063T6 6700	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004836	FERT	M	ES-ALN-152 MILL FINISH 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004837	FERT	M	ES-ALN-152 P.A.SILVER 6063T6 5600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004838	FERT	M	ES-ALN-152 P.A.SILVER 6063T6 5800	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004839	FERT	M	ES-ALN-152 P.A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004840	FERT	M	ES-ALN-152 P.BROWN 6063T6 3400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004841	FERT	M	ES-ALN-152 P.BROWN 6063T6 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004842	FERT	M	ES-ALN-152 P.SGL WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004843	FERT	M	ES-ALN-152 P.SGL WHITE 6063T6 6150	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004844	FERT	M	ES-ALN-152 P.SGL WHITE 6063T6 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004845	FERT	M	ES-ALN-157 DS A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004846	FERT	M	ES-ALN-157 P.ESP WHITE 6063T6 5300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004847	FERT	M	ES-ALN-157 P.ESP WHITE 6063T6 5600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004848	FERT	M	ES-ALN-157 P.ESP WHITE 6063T6 5900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004849	FERT	M	ES-ALN-157 P.ESP WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004850	FERT	M	ES-ALN-157 P.ESP WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004851	FERT	M	ES-ALN-157 P.ESP WHITE 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004852	FERT	M	ES-ALN-157 P.ESP WHITE 6063T6 6500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004853	FERT	M	ES-ALN-157 CLEAR ANOD 6063T6 5400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004854	FERT	M	ES-ALN-157 CLEAR ANOD 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004855	FERT	M	ES-ALN-157 CLEAR ANOD 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004856	FERT	M	ES-ALN-157 CLEAR ANOD 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004857	FERT	M	ES-ALN-157 CLEAR ANOD 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004858	FERT	M	ES-ALN-157 DS CHAMPAGN 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004859	FERT	M	ES-ALN-157 MILL FINISH 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004860	FERT	M	ES-ALN-157 P.LG BRONZE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004861	FERT	M	ES-ALN-157 P.A.SILVER 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004862	FERT	M	ES-ALN-157 P.A.SILVER 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004863	FERT	M	ES-ALN-157 P.A.SILVER 6063T6 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004864	FERT	M	ES-ALN-157 P.A.SILVER 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004865	FERT	M	ES-ALN-157 P.BROWN 6063T6 4000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004866	FERT	M	ES-ALN-157 P.BROWN 6063T6 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004867	FERT	M	ES-ALN-157 P.BROWN 6063T6 5900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004868	FERT	M	ES-ALN-157 P.BROWN 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004869	FERT	M	ES-ALN-157 P.SGL WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000010004870	FERT	M	ES-ALN-158 DS A.SILVER 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
