SAP_MAT_NUM	MAT_TYPE	INDT_SECT	DESC	BASE_UOM	MATL_GRP	DIVISION	GEN_ITEM_CAT_GRP	WGT_UOM	WGT_GRS	WGT_NET	PURCH_VAL_KEY	TRP_GRP	STO_COND
000000000060003677	UNBW	M	ES3008 P.ESP WHITE 6063T6 5990	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003678	UNBW	M	ES4003 D.BNE WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003679	UNBW	M	NF-415-006 DS A.SILVER 6063T5 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003680	UNBW	M	ES4001 D.BNE WHITE 6063TF 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003681	UNBW	M	ES9013 CLEAR ANOD 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003682	UNBW	M	ES4003 P.LG BRONZE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003683	UNBW	M	ES4001 D.BNE WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003684	UNBW	M	ES4003 PWD BRONZE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003685	UNBW	M	ES4003 PWD BRONZE 6063T6 6050	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003686	UNBW	M	ES6003 P.ESP WHITE 6063T6 6050	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003687	UNBW	M	ES-ALN-175 P.ESP WHITE 6063T6 6070	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003688	UNBW	M	NF-315-008 P.ESP WHITE 6063T5 6090	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003689	UNBW	M	ES4004 DS A.SILVER 6063T6 6090	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003690	UNBW	M	2400ST-042 D.BRM BRONZE 6063TF 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003691	UNBW	M	ES-T-282 DS A.SILVER 6063TF 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003692	UNBW	M	NF-315-006 P.ESP WHITE 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003693	UNBW	M	T-003 P.ESP WHITE 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003694	UNBW	M	ES9002 D.BRM BRONZE 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003695	UNBW	M	ES6009 PWD BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003696	UNBW	M	HR2600-008 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003697	UNBW	M	NF-315-004 CLEAR ANOD 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003698	UNBW	M	ES-F75-04 CLEAR ANOD 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003699	UNBW	M	RS100-007B CLEAR ANOD 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003700	UNBW	M	NF-315-010 CLEAR ANOD 6063TF 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003701	UNBW	M	TGT-116 DS A.SILVER 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003702	UNBW	M	NF-415-002 BLACK ANOD 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003703	UNBW	M	ES6008 PWD BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003704	UNBW	M	ES2002 PWD BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003705	UNBW	M	ES-ALN-173 P.BROWN 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003706	UNBW	M	NF-315-003 DS A.SILVER 6063TF 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003707	UNBW	M	ES-T-101 CLEAR ANOD 6163T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003708	UNBW	M	ES-T-103 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003709	UNBW	M	HP3060-055 D.BNE WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003710	UNBW	M	ES6013 P.LG BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003711	UNBW	M	ES6013 MILL FINISH 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003712	UNBW	M	NF-415-004 CLEAR ANOD 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003713	UNBW	M	ES9014 CLEAR ANOD 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003714	UNBW	M	ES6012 MILL FINISH 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003715	UNBW	M	ES3003 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003716	UNBW	M	ES-T-101 CLEAR ANOD 6063TF 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003717	UNBW	M	ES-T-101 CLEAR ANOD 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003718	UNBW	M	2400ST-042 D.BRM BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003719	UNBW	M	ES1101 PWD BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003720	UNBW	M	NF-315-004 DS A.SILVER 6063TF 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003721	UNBW	M	ES2003 PWD BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003722	UNBW	M	HP3060-069 CLEAR ANOD 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003723	UNBW	M	2400ST-008 P.LG BRONZE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003724	UNBW	M	HP3060-056 D.BNE WHITE 6063TF 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003725	UNBW	M	HC200-002 PWD BRONZE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003726	UNBW	M	NF-415-004 DS A.SILVER 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003727	UNBW	M	NF-415-002 DS A.SILVER 6063TF 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003728	UNBW	M	2400ST-019 P.ESP WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003729	UNBW	M	ES6008 P.LG BRONZE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003730	UNBW	M	NP-200-008 CLEAR ANOD 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003731	UNBW	M	NF-415-003 DS A.SILVER 6063TF 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003732	UNBW	M	HP3060-011 D.FASHION GRAY 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003733	UNBW	M	ES9051 P.ESP WHITE 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003734	UNBW	M	ES9052 P.ESP WHITE 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003735	UNBW	M	ES-T-101 CLEAR ANOD 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003736	UNBW	M	ES3006 PWD BRONZE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003737	UNBW	M	ES9511 P.ESP WHITE 6063TF 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003738	UNBW	M	ES3007 DS A.SILVER 6063TF 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003739	UNBW	M	ES-ALN-586 DS MDM GREEN 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003740	UNBW	M	2400ST-008 D.BRM BRONZE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003741	UNBW	M	ES6013 P.LG BRONZE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003742	UNBW	M	2400ST-002 P.ESP WHITE 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003743	UNBW	M	HP3060-050 D.BNE WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003744	UNBW	M	NF-415-001 CLEAR ANOD 6063TF 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003745	UNBW	M	NF-315-002 CLEAR ANOD 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003746	UNBW	M	HC200-003 CLEAR ANOD 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003747	UNBW	M	HC200-002 P.ESP WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003748	UNBW	M	NF-415-002 DS A.SILVER 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003749	UNBW	M	2400ST-002 CLEAR ANOD 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003750	UNBW	M	ES3007 DS A.SILVER 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003751	UNBW	M	500Y-005 D.BNE WHITE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003752	UNBW	M	NF-415-001 CLEAR ANOD 6063T5 6300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003753	UNBW	M	NF-315-003 DS A.SILVER 6063T5 6350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003754	UNBW	M	ES7530-102 P.ESP WHITE 6063T5 6350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003755	UNBW	M	NF-315-002 DS A.SILVER 6063T5 6350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003756	UNBW	M	NF-415-006 BLACK ANOD 6063T5 6350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003757	UNBW	M	NF-315-004 DS A.SILVER 6063T5 6350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003758	UNBW	M	2400ST-040 D.FASHION GRAY 6063T6 6350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003759	UNBW	M	HR2600-005 P.ESP WHITE 6063T6 6400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003760	UNBW	M	ES4002 P.ESP WHITE 6063T6 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003761	UNBW	M	ES6013 CLEAR ANOD 6063T6 6600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003762	UNBW	M	ES3010 D.BNE WHITE 6063T6 6830	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003763	UNBW	M	ES7530-019 P.ESP WHITE 6063T5 7010	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003764	UNBW	M	RS100-006 D.BNE WHITE 6063T6 7010	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003765	UNBW	M	ES3024 PWD BRONZE 6063T6 7100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003766	UNBW	M	RS100-004 D.BNE WHITE 6063T6 7150	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003767	UNBW	M	ES8013 DS COSMIC GRAY 6063T6 7190	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003768	UNBW	M	ES6011 CLEAR ANOD 6063T5 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003769	UNBW	M	2400ST-002 CLEAR ANOD 6063T5 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003770	UNBW	M	ES3013 DS A.SILVER 6063T6 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003771	UNBW	M	ES-T-101 CLEAR ANOD 6063T5 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003772	UNBW	M	NF-315-004 DS A.SILVER 6063TF 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003773	UNBW	M	NF-415-003 DS A.SILVER 6063T5 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003774	UNBW	M	NF-315-004 DS A.SILVER 6063T5 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003775	UNBW	M	ES6006 CLEAR ANOD 6063T6 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003776	UNBW	M	ES3003 DS A.SILVER 6063T6 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003777	UNBW	M	ES6028 P.ESP WHITE 6063T6 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003778	UNBW	M	ES-T-282 DS A.SILVER 6063TF 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003779	UNBW	M	HR2600-016 CLEAR ANOD 6063T6 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003780	UNBW	M	ES6028 CLEAR ANOD 6063T6 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003781	UNBW	M	NF-415-001 DS A.SILVER 6063T5 7320	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003782	UNBW	M	NF-315-003 DS A.SILVER 6063T5 1000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003783	UNBW	M	2400ST-009 P.LG BRONZE 6063T6 1180	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003784	UNBW	M	ES9004 PWD BRONZE 6063T5 1180	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003785	UNBW	M	PH3050-016 D. BLACK 6063T5 1180	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003786	UNBW	M	PH3050-015 D. BLACK 6063T5 1200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003787	UNBW	M	NF-315-002 DS A.SILVER 6063T5 1200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003788	UNBW	M	ES3006 CLEAR ANOD 6063T6 1250	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003789	UNBW	M	ES6008 PWD BRONZE 6063T6 1900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003790	UNBW	M	ES4001 PWD BRONZE 6063T6 1900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003791	UNBW	M	NF-315-002 CLEAR ANOD 6063T5 2000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003792	UNBW	M	ES4004 PWD BRONZE 6063T6 2100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003793	UNBW	M	500Y-002A D.BNE WHITE 6063T6 2150	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003794	UNBW	M	NF-415-004 DS A.SILVER 6063T5 2150	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003795	UNBW	M	ES6006 P.LG BRONZE 6063T6 2450	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003796	UNBW	M	ES4001 D.BNE WHITE 6063T6 2450	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003797	UNBW	M	NF-415-003 DS A.SILVER 6063T5 2460	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003798	UNBW	M	NF-415-004 CLEAR ANOD 6063T5 2540	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003799	UNBW	M	ES6013 P.LG BRONZE 6063T6 2600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003800	UNBW	M	ES9501 P.ESP WHITE 6063T5 2600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003801	UNBW	M	500Y-008 PWD BRONZE 6063T6 2640	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003802	UNBW	M	ES-U-074 CLEAR ANOD 6063T6 3000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003803	UNBW	M	2400ST-052 P.ESP WHITE 6063T6 3290	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003804	UNBW	M	NF-415-003 DS A.SILVER 6063T5 3400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003805	UNBW	M	NF-415-004 DS A.SILVER 6063T5 3500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003806	UNBW	M	HR2600-007 CLEAR ANOD 6063T6 3510	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003807	UNBW	M	NF-315-002 DS A.SILVER 6063T5 3950	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003808	UNBW	M	NF-415-004 DS A.SILVER 6063T5 4270	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003809	UNBW	M	ES4005 DS A.SILVER 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003810	UNBW	M	ES6007 PWD BRONZE 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003811	UNBW	M	ES-ALN-584 CLEAR ANOD 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003812	UNBW	M	ES8006 MILL FINISH 6063T5 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003813	UNBW	M	PH3050-016 D.BNE WHITE 6063T5 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003814	UNBW	M	ES5020 P.ESP WHITE 6063T5 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003815	UNBW	M	CM100-001 P.LIQUID COPPER 6063T6 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003816	UNBW	M	ES9551 P.ESP WHITE 6063T5 4300	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003817	UNBW	M	ES-T-282 DS A.SILVER 6063TF 4400	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003818	UNBW	M	ES-ALN-636 CLEAR ANOD 6063T6 4430	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003819	UNBW	M	NF-315-009 D.BNE WHITE 6063T5 4650	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003820	UNBW	M	ES-ROD-228 CLEAR ANOD 6063T6 4720	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003821	UNBW	M	ES6013 P.ESP WHITE 6063T6 4750	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003822	UNBW	M	ES8006 DS A.SILVER 6063T5 4830	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003823	UNBW	M	ES2001SA P.ESP WHITE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003824	UNBW	M	NF-415-004 P.ESP WHITE 6063T5 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003825	UNBW	M	HP3060-011 PWD BRONZE 6063T5 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003826	UNBW	M	500Y-007 D.BRM BRONZE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003827	UNBW	M	ES7530-001-002 P.ESP WHITE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003828	UNBW	M	ES9501 P.ESP WHITE 6063T5 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003829	UNBW	M	ES7530-206 P.ESP WHITE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003830	UNBW	M	NF-415-003 DS A.SILVER 6063T5 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003831	UNBW	M	ES9552 P.ESP WHITE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003832	UNBW	M	ES-ALN-636 P.ESP WHITE 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003833	UNBW	M	HP3060-036 CLEAR ANOD 6063T6 4900	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003834	UNBW	M	ES9014 P.LG BRONZE 6063T5 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003835	UNBW	M	ES9551 CLEAR ANOD 6063T5 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003836	UNBW	M	ES2001 P.ESP WHITE 6063T6 5000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003837	UNBW	M	ES2009 DS A.SILVER 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003838	UNBW	M	ES4006 DS A.SILVER 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003839	UNBW	M	ES3007 PWD BRONZE 6063T6 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003840	UNBW	M	ES9551 CLEAR ANOD 6063T5 5080	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003841	UNBW	M	ES-T-101 CLEAR ANOD 6063T5 5490	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003842	UNBW	M	TGT-116 DS A.SILVER 6063T6 5490	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003843	UNBW	M	NF-415-001 DS A.SILVER 6063T5 5500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003844	UNBW	M	ES2001SA DS A.SILVER 6063T6 5500	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003845	UNBW	M	500Y-008 CLEAR ANOD 6063T6 5600	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003846	UNBW	M	ES4002 D.BNE WHITE 6063T6 5840	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003847	UNBW	M	ES2009 DS A.SILVER 6063TF 5840	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003848	UNBW	M	ES-ROD-228 P.ESP WHITE 6063T6 5840	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003849	UNBW	M	NF-315-004 DS A.SILVER 6063T5 5840	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003850	UNBW	M	ES1007 D.BRM BRONZE 6063T6 5890	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003851	UNBW	M	ES-S-561 D.BNE WHITE 6063T6 6000	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003852	UNBW	M	HP3060-065 CLEAR ANOD 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003853	UNBW	M	2400ST-004 P.LG BRONZE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003854	UNBW	M	ES9017 MILL FINISH 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003855	UNBW	M	ES-ALN-585 CLEAR ANOD 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003856	UNBW	M	ES9051 D.BNE WHITE 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003857	UNBW	M	ES9002 PWD BRONZE 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003858	UNBW	M	NF-315-003 DS A.SILVER 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003859	UNBW	M	NF-315-004 DS A.SILVER 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003860	UNBW	M	2400ST-022 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003861	UNBW	M	ES7530-009-010 P.ESP WHITE 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003862	UNBW	M	ES4005 P.BROWN 6063T6 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003863	UNBW	M	ES9051 DS COSMIC GRAY 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003864	UNBW	M	NF-415-003 P.ESP WHITE 6063T5 6100	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003865	UNBW	M	HP3060-056 D.BNE WHITE 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003866	UNBW	M	NF-415-002 P.ESP WHITE 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003867	UNBW	M	FX345-004 D.FASHION GRAY 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003868	UNBW	M	ES9511 MILL FINISH 6063TF 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003869	UNBW	M	2400ST-004 P.LG BRONZE 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003870	UNBW	M	ES9502 CLEAR ANOD 6063T5 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003871	UNBW	M	ES-ALN-173 DS A.SILVER 6063T6 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003872	UNBW	M	ES-ALN-449 CLEAR ANOD 6063TF 6200	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003873	UNBW	M	ES3013 DS A.SILVER 6063T6 6350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003874	UNBW	M	HR2600-015 D.BNE WHITE 6063T6 6350	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003875	UNBW	M	2400ST-045 PWD BRONZE 6063T6 7010	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003876	UNBW	M	2400ST-040 PWD BRONZE 6063T6 7010	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
000000000060003877	UNBW	M	ES8005 PWD BRONZE 6063T6 7190	KG	ZPT04	10	NORM	KG	01	01	Z02	0001	01
